"covshAddress","perim","circuit","raceNumber","series","season","numQual","fetchit","isOval","multiDriver","fastestRaceSec"
"gp.php?l=0&d=81&r=20188121&c=0","4411","Magny-Cours",21,"worldsuperbike",2018,2,TRUE,FALSE,FALSE,97.152
"gp.php?l=0&d=81&r=20188122&c=0","4411","Magny-Cours",22,"worldsuperbike",2018,2,FALSE,FALSE,FALSE,NA
"gp.php?l=0&d=81&r=20188123&c=0","4276","San Juan Villicum",23,"worldsuperbike",2018,2,TRUE,FALSE,FALSE,99.175
"gp.php?l=0&d=81&r=20188124&c=0","4276","San Juan Villicum",24,"worldsuperbike",2018,2,FALSE,FALSE,FALSE,NA
"gp.php?l=0&d=81&r=20188125&c=0","5380","Losail",25,"worldsuperbike",2018,2,TRUE,FALSE,FALSE,117.284
"gp.php?l=0&d=81&r=20188126&c=0","5380","Losail",26,"worldsuperbike",2018,2,FALSE,FALSE,FALSE,NA
"gp.php?l=0&d=81&r=20188101&c=0","4445","Phillip Island",1,"worldsuperbike",2017,2,TRUE,FALSE,FALSE,90.971
"gp.php?l=0&d=81&r=20188102&c=0","4445","Phillip Island",2,"worldsuperbike",2017,2,FALSE,FALSE,FALSE,NA
"gp.php?l=0&d=81&r=20188103&c=0","4554","Buriram",3,"worldsuperbike",2017,2,TRUE,FALSE,FALSE,93.714
"gp.php?l=0&d=81&r=20188104&c=0","4554","Buriram",4,"worldsuperbike",2017,2,FALSE,FALSE,FALSE,NA
"gp.php?l=0&d=81&r=20188105&c=0","5077","Motorland",5,"worldsuperbike",2017,2,TRUE,FALSE,FALSE,110.663
"gp.php?l=0&d=81&r=20188106&c=0","5077","Motorland",6,"worldsuperbike",2017,2,FALSE,FALSE,FALSE,NA
"gp.php?l=0&d=81&r=20188107&c=0","4542","Assen",7,"worldsuperbike",2017,2,TRUE,FALSE,FALSE,95.248
"gp.php?l=0&d=81&r=20188108&c=0","4542","Assen",8,"worldsuperbike",2017,2,FALSE,FALSE,FALSE,NA
"gp.php?l=0&d=81&r=20188109&c=0","4936","Imola",9,"worldsuperbike",2017,2,TRUE,FALSE,FALSE,106.85
"gp.php?l=0&d=81&r=20188110&c=0","4936","Imola",10,"worldsuperbike",2017,2,FALSE,FALSE,FALSE,NA
"gp.php?l=0&d=81&r=20188111&c=0","4023","Donington",11,"worldsuperbike",2017,2,TRUE,FALSE,FALSE,87.974
"gp.php?l=0&d=81&r=20188112&c=0","4023","Donington",12,"worldsuperbike",2017,2,FALSE,FALSE,FALSE,NA
"gp.php?l=0&d=81&r=20188113&c=0","5403","Brno",13,"worldsuperbike",2017,2,TRUE,FALSE,FALSE,119.535
"gp.php?l=0&d=81&r=20188114&c=0","5403","Brno",14,"worldsuperbike",2017,2,FALSE,FALSE,FALSE,NA
"gp.php?l=0&d=81&r=20188115&c=0","3610","Laguna Seca",15,"worldsuperbike",2017,2,TRUE,FALSE,FALSE,83.041
"gp.php?l=0&d=81&r=20188116&c=0","3610","Laguna Seca",16,"worldsuperbike",2017,2,FALSE,FALSE,FALSE,NA
"gp.php?l=0&d=81&r=20188117&c=0","4226","Misano",17,"worldsuperbike",2017,2,TRUE,FALSE,FALSE,94.948
"gp.php?l=0&d=81&r=20188118&c=0","4226","Misano",18,"worldsuperbike",2017,2,FALSE,FALSE,FALSE,NA
"gp.php?l=0&d=81&r=20188119&c=0","4592","Algarve",19,"worldsuperbike",2017,2,TRUE,FALSE,FALSE,102.304
"gp.php?l=0&d=81&r=20188120&c=0","4592","Algarve",20,"worldsuperbike",2017,2,FALSE,FALSE,FALSE,NA
"gp.php?l=0&d=81&r=20188121&c=0","4411","Magny-Cours",21,"worldsuperbike",2017,2,TRUE,FALSE,FALSE,97.152
"gp.php?l=0&d=81&r=20188122&c=0","4411","Magny-Cours",22,"worldsuperbike",2017,2,FALSE,FALSE,FALSE,NA
"gp.php?l=0&d=81&r=20188123&c=0","4276","San Juan Villicum",23,"worldsuperbike",2017,2,TRUE,FALSE,FALSE,99.175
"gp.php?l=0&d=81&r=20188124&c=0","4276","San Juan Villicum",24,"worldsuperbike",2017,2,FALSE,FALSE,FALSE,NA
"gp.php?l=0&d=81&r=20168101&c=0","4445","Phillip Island",1,"worldsuperbike",2016,2,TRUE,FALSE,FALSE,91.445
"gp.php?l=0&d=81&r=20168102&c=0","4445","Phillip Island",2,"worldsuperbike",2016,2,FALSE,FALSE,FALSE,NA
"gp.php?l=0&d=81&r=20168103&c=0","4554","Buriram",3,"worldsuperbike",2016,2,TRUE,FALSE,FALSE,93.936
"gp.php?l=0&d=81&r=20168104&c=0","4554","Buriram",4,"worldsuperbike",2016,2,FALSE,FALSE,FALSE,NA
"gp.php?l=0&d=81&r=20168105&c=0","5077","Motorland",5,"worldsuperbike",2016,2,TRUE,FALSE,FALSE,110.421
"gp.php?l=0&d=81&r=20168106&c=0","5077","Motorland",6,"worldsuperbike",2016,2,FALSE,FALSE,FALSE,NA
"gp.php?l=0&d=81&r=20168107&c=0","4542","Assen",7,"worldsuperbike",2016,2,TRUE,FALSE,FALSE,96.486
"gp.php?l=0&d=81&r=20168108&c=0","4542","Assen",8,"worldsuperbike",2016,2,FALSE,FALSE,FALSE,NA
"gp.php?l=0&d=81&r=20168109&c=0","4936","Imola",9,"worldsuperbike",2016,2,TRUE,FALSE,FALSE,106.7
"gp.php?l=0&d=81&r=20168110&c=0","4936","Imola",10,"worldsuperbike",2016,2,FALSE,FALSE,FALSE,NA
"gp.php?l=0&d=81&r=20168111&c=0","5543","Sepang",11,"worldsuperbike",2016,2,TRUE,FALSE,FALSE,123.637
"gp.php?l=0&d=81&r=20168112&c=0","5543","Sepang",12,"worldsuperbike",2016,2,FALSE,FALSE,FALSE,NA
"gp.php?l=0&d=81&r=20168113&c=0","4023","Donington",13,"worldsuperbike",2016,2,TRUE,FALSE,FALSE,87.988
"gp.php?l=0&d=81&r=20168114&c=0","4023","Donington",14,"worldsuperbike",2016,2,FALSE,FALSE,FALSE,NA
"gp.php?l=0&d=81&r=20168115&c=0","4226","Misano",15,"worldsuperbike",2016,2,TRUE,FALSE,FALSE,95.507
"gp.php?l=0&d=81&r=20168116&c=0","4226","Misano",16,"worldsuperbike",2016,2,FALSE,FALSE,FALSE,NA
"gp.php?l=0&d=81&r=20168117&c=0","3610","Laguna Seca",17,"worldsuperbike",2016,2,TRUE,FALSE,FALSE,83.443
"gp.php?l=0&d=81&r=20168118&c=0","3610","Laguna Seca",18,"worldsuperbike",2016,2,FALSE,FALSE,FALSE,NA
"gp.php?l=0&d=81&r=20168119&c=0","4265","Lausitzring",19,"worldsuperbike",2016,2,TRUE,FALSE,FALSE,97.357
"gp.php?l=0&d=81&r=20168120&c=0","4265","Lausitzring",20,"worldsuperbike",2016,2,FALSE,FALSE,FALSE,NA
"gp.php?l=0&d=81&r=20168121&c=0","4411","Magny-Cours",21,"worldsuperbike",2016,2,TRUE,FALSE,FALSE,100.491
"gp.php?l=0&d=81&r=20168122&c=0","4411","Magny-Cours",22,"worldsuperbike",2016,2,FALSE,FALSE,FALSE,NA
"gp.php?l=0&d=81&r=20168123&c=0","4423","Jerez",23,"worldsuperbike",2016,2,TRUE,FALSE,FALSE,101.467
"gp.php?l=0&d=81&r=20168124&c=0","4423","Jerez",24,"worldsuperbike",2016,2,FALSE,FALSE,FALSE,NA
"gp.php?l=0&d=81&r=20168125&c=0","5380","Losail",25,"worldsuperbike",2016,2,TRUE,FALSE,FALSE,117.371
"gp.php?l=0&d=81&r=20168126&c=0","5380","Losail",26,"worldsuperbike",2016,2,FALSE,FALSE,FALSE,NA
"gp.php?l=0&d=81&r=20158101&c=0","4445","Phillip Island",1,"worldsuperbike",2015,2,TRUE,FALSE,FALSE,91.826
"gp.php?l=0&d=81&r=20158102&c=0","4445","Phillip Island",2,"worldsuperbike",2015,2,FALSE,FALSE,FALSE,NA
"gp.php?l=0&d=81&r=20158103&c=0","4554","Buriram",3,"worldsuperbike",2015,2,TRUE,FALSE,FALSE,93.969
"gp.php?l=0&d=81&r=20158104&c=0","4554","Buriram",4,"worldsuperbike",2015,2,FALSE,FALSE,FALSE,NA
"gp.php?l=0&d=81&r=20158105&c=0","5077","Motorland",5,"worldsuperbike",2015,2,TRUE,FALSE,FALSE,110.89
"gp.php?l=0&d=81&r=20158106&c=0","5077","Motorland",6,"worldsuperbike",2015,2,FALSE,FALSE,FALSE,NA
"gp.php?l=0&d=81&r=20158107&c=0","4542","Assen",7,"worldsuperbike",2015,2,TRUE,FALSE,FALSE,95.889
"gp.php?l=0&d=81&r=20158108&c=0","4542","Assen",8,"worldsuperbike",2015,2,FALSE,FALSE,FALSE,NA
"gp.php?l=0&d=81&r=20158109&c=0","4936","Imola",9,"worldsuperbike",2015,2,TRUE,FALSE,FALSE,106.707
"gp.php?l=0&d=81&r=20158110&c=0","4936","Imola",10,"worldsuperbike",2015,2,FALSE,FALSE,FALSE,NA
"gp.php?l=0&d=81&r=20158111&c=0","4023","Donington",11,"worldsuperbike",2015,2,TRUE,FALSE,FALSE,87.914
"gp.php?l=0&d=81&r=20158112&c=0","4023","Donington",12,"worldsuperbike",2015,2,FALSE,FALSE,FALSE,NA
"gp.php?l=0&d=81&r=20158113&c=0","4592","Algarve",13,"worldsuperbike",2015,2,TRUE,FALSE,FALSE,102.637
"gp.php?l=0&d=81&r=20158114&c=0","4592","Algarve",14,"worldsuperbike",2015,2,FALSE,FALSE,FALSE,NA
"gp.php?l=0&d=81&r=20158115&c=0","4226","Misano",15,"worldsuperbike",2015,2,TRUE,FALSE,FALSE,94.855
"gp.php?l=0&d=81&r=20158116&c=0","4226","Misano",16,"worldsuperbike",2015,2,FALSE,FALSE,FALSE,NA
"gp.php?l=0&d=81&r=20158117&c=0","3610","Laguna Seca",17,"worldsuperbike",2015,2,TRUE,FALSE,FALSE,83.739
"gp.php?l=0&d=81&r=20158118&c=0","3610","Laguna Seca",18,"worldsuperbike",2015,2,FALSE,FALSE,FALSE,NA
"gp.php?l=0&d=81&r=20158119&c=0","5543","Sepang",19,"worldsuperbike",2015,2,TRUE,FALSE,FALSE,123.654
"gp.php?l=0&d=81&r=20158120&c=0","5543","Sepang",20,"worldsuperbike",2015,2,FALSE,FALSE,FALSE,NA
"gp.php?l=0&d=81&r=20158121&c=0","4423","Jerez",21,"worldsuperbike",2015,2,TRUE,FALSE,FALSE,101.136
"gp.php?l=0&d=81&r=20158122&c=0","4423","Jerez",22,"worldsuperbike",2015,2,FALSE,FALSE,FALSE,NA
"gp.php?l=0&d=81&r=20158123&c=0","4411","Magny-Cours",23,"worldsuperbike",2015,2,TRUE,FALSE,FALSE,113.247
"gp.php?l=0&d=81&r=20158124&c=0","4411","Magny-Cours",24,"worldsuperbike",2015,2,FALSE,FALSE,FALSE,NA
"gp.php?l=0&d=81&r=20158125&c=0","5380","Losail",25,"worldsuperbike",2015,2,TRUE,FALSE,FALSE,117.317
"gp.php?l=0&d=81&r=20158126&c=0","5380","Losail",26,"worldsuperbike",2015,2,FALSE,FALSE,FALSE,NA
"gp.php?l=0&d=25&r=20182001&c=0","5412","Bahrain",1,"f2",2018,1,TRUE,FALSE,FALSE,108.072
"gp.php?l=0&d=25&r=20182002&c=0","5412","Bahrain",2,"f2",2018,1,FALSE,FALSE,FALSE,NA
"gp.php?l=0&d=25&r=20182003&c=0","6003","Baku",3,"f2",2018,1,TRUE,FALSE,FALSE,116.385
"gp.php?l=0&d=25&r=20182004&c=0","6003","Baku",4,"f2",2018,1,FALSE,FALSE,FALSE,NA
"gp.php?l=0&d=25&r=20182005&c=0","4655","Catalunya",5,"f2",2018,1,TRUE,FALSE,FALSE,90.039
"gp.php?l=0&d=25&r=20182006&c=0","4655","Catalunya",6,"f2",2018,1,FALSE,FALSE,FALSE,NA
"gp.php?l=0&d=25&r=20182007&c=0","3337","Monte Carlo",7,"f2",2018,2,TRUE,FALSE,FALSE,82.472
"gp.php?l=0&d=25&r=20182008&c=0","3337","Monte Carlo",8,"f2",2018,2,FALSE,FALSE,FALSE,NA
"gp.php?l=0&d=25&r=20182009&c=0","5842","Paul Ricard",9,"f2",2018,1,TRUE,FALSE,FALSE,107.085
"gp.php?l=0&d=25&r=20182010&c=0","5842","Paul Ricard",10,"f2",2018,1,FALSE,FALSE,FALSE,NA
"gp.php?l=0&d=25&r=20182011&c=0","4318","Red Bull Ring",11,"f2",2018,1,TRUE,FALSE,FALSE,77.062
"gp.php?l=0&d=25&r=20182012&c=0","4318","Red Bull Ring",12,"f2",2018,1,FALSE,FALSE,FALSE,NA
"gp.php?l=0&d=25&r=20182013&c=0","5891","Silverstone",13,"f2",2018,1,TRUE,FALSE,FALSE,104.448
"gp.php?l=0&d=25&r=20182014&c=0","5891","Silverstone",14,"f2",2018,1,FALSE,FALSE,FALSE,NA
"gp.php?l=0&d=25&r=20182015&c=0","4381","Hungaroring",15,"f2",2018,1,TRUE,FALSE,FALSE,92.473
"gp.php?l=0&d=25&r=20182016&c=0","4381","Hungaroring",16,"f2",2018,1,FALSE,FALSE,FALSE,NA
"gp.php?l=0&d=25&r=20182017&c=0","7004","Spa-Francorchamps",17,"f2",2018,1,TRUE,FALSE,FALSE,120.632
"gp.php?l=0&d=25&r=20182018&c=0","7004","Spa-Francorchamps",18,"f2",2018,1,FALSE,FALSE,FALSE,NA
"gp.php?l=0&d=25&r=20182019&c=0","5793","Monza",19,"f2",2018,1,TRUE,FALSE,FALSE,95.296
"gp.php?l=0&d=25&r=20182020&c=0","5793","Monza",20,"f2",2018,1,FALSE,FALSE,FALSE,NA
"gp.php?l=0&d=25&r=20182021&c=0","5848","Sochi",21,"f2",2018,1,TRUE,FALSE,FALSE,111.929
"gp.php?l=0&d=25&r=20182022&c=0","5848","Sochi",22,"f2",2018,1,FALSE,FALSE,FALSE,NA
"gp.php?l=0&d=25&r=20182023&c=0","5554","Yas Marina",23,"f2",2018,1,TRUE,FALSE,FALSE,113.194
"gp.php?l=0&d=25&r=20182024&c=0","5554","Yas Marina",24,"f2",2018,1,FALSE,FALSE,FALSE,NA
"gp.php?l=0&d=25&r=20172001&c=0","5412","Bahrain",1,"f2",2017,1,TRUE,FALSE,FALSE,105.843
"gp.php?l=0&d=25&r=20172002&c=0","5412","Bahrain",2,"f2",2017,1,FALSE,FALSE,FALSE,NA
"gp.php?l=0&d=25&r=20172003&c=0","4655","Catalunya",3,"f2",2017,1,TRUE,FALSE,FALSE,94.294
"gp.php?l=0&d=25&r=20172004&c=0","4655","Catalunya",4,"f2",2017,1,FALSE,FALSE,FALSE,NA
"gp.php?l=0&d=25&r=20172005&c=0","3337","Monte Carlo",5,"f2",2017,2,TRUE,FALSE,FALSE,81.403
"gp.php?l=0&d=25&r=20172006&c=0","3337","Monte Carlo",6,"f2",2017,2,FALSE,FALSE,FALSE,NA
"gp.php?l=0&d=25&r=20172007&c=0","6003","Baku",7,"f2",2017,1,TRUE,FALSE,FALSE,114.025
"gp.php?l=0&d=25&r=20172008&c=0","6003","Baku",8,"f2",2017,1,FALSE,FALSE,FALSE,NA
"gp.php?l=0&d=25&r=20172009&c=0","4318","Red Bull Ring",9,"f2",2017,1,TRUE,FALSE,FALSE,75.854
"gp.php?l=0&d=25&r=20172010&c=0","4318","Red Bull Ring",10,"f2",2017,1,FALSE,FALSE,FALSE,NA
"gp.php?l=0&d=25&r=20172011&c=0","5891","Silverstone",11,"f2",2017,1,TRUE,FALSE,FALSE,102.512
"gp.php?l=0&d=25&r=20172012&c=0","5891","Silverstone",12,"f2",2017,1,FALSE,FALSE,FALSE,NA
"gp.php?l=0&d=25&r=20172013&c=0","4381","Hungaroring",13,"f2",2017,1,TRUE,FALSE,FALSE,90.153
"gp.php?l=0&d=25&r=20172014&c=0","4381","Hungaroring",14,"f2",2017,1,FALSE,FALSE,FALSE,NA
"gp.php?l=0&d=25&r=20172015&c=0","7004","Spa-Francorchamps",15,"f2",2017,1,TRUE,FALSE,FALSE,120.204
"gp.php?l=0&d=25&r=20172016&c=0","7004","Spa-Francorchamps",16,"f2",2017,1,FALSE,FALSE,FALSE,NA
"gp.php?l=0&d=25&r=20172017&c=0","5793","Monza",17,"f2",2017,1,TRUE,FALSE,FALSE,107.648
"gp.php?l=0&d=25&r=20172018&c=0","5793","Monza",18,"f2",2017,1,FALSE,FALSE,FALSE,NA
"gp.php?l=0&d=25&r=20172019&c=0","4428","Jerez",19,"f2",2017,1,TRUE,FALSE,FALSE,89.906
"gp.php?l=0&d=25&r=20172020&c=0","4428","Jerez",20,"f2",2017,1,FALSE,FALSE,FALSE,NA
"gp.php?l=0&d=25&r=20172021&c=0","5554","Yas Marina",21,"f2",2017,1,TRUE,FALSE,FALSE,110.314
"gp.php?l=0&d=25&r=20172022&c=0","5554","Yas Marina",22,"f2",2017,1,FALSE,FALSE,FALSE,NA
"gp.php?l=0&d=205&r=20162001&c=0","4655","Catalunya",1,"gp2",2016,1,TRUE,FALSE,FALSE,94.05
"gp.php?l=0&d=205&r=20162002&c=0","4655","Catalunya",2,"gp2",2016,1,FALSE,FALSE,FALSE,NA
"gp.php?l=0&d=205&r=20162003&c=0","3337","Monte Carlo",3,"gp2",2016,2,TRUE,FALSE,FALSE,80.469
"gp.php?l=0&d=205&r=20162004&c=0","3337","Monte Carlo",4,"gp2",2016,2,FALSE,FALSE,FALSE,NA
"gp.php?l=0&d=205&r=20162005&c=0","6003","Baku",5,"gp2",2016,1,TRUE,FALSE,FALSE,116.086
"gp.php?l=0&d=205&r=20162006&c=0","6003","Baku",6,"gp2",2016,1,FALSE,FALSE,FALSE,NA
"gp.php?l=0&d=205&r=20162007&c=0","4326","Red Bull Ring",7,"gp2",2016,1,TRUE,FALSE,FALSE,75.534
"gp.php?l=0&d=205&r=20162008&c=0","4326","Red Bull Ring",8,"gp2",2016,1,FALSE,FALSE,FALSE,NA
"gp.php?l=0&d=205&r=20162009&c=0","5891","Silverstone",9,"gp2",2016,1,TRUE,FALSE,FALSE,103.172
"gp.php?l=0&d=205&r=20162010&c=0","5891","Silverstone",10,"gp2",2016,1,FALSE,FALSE,FALSE,NA
"gp.php?l=0&d=205&r=20162011&c=0","4381","Hungaroring",11,"gp2",2016,1,TRUE,FALSE,FALSE,89.627
"gp.php?l=0&d=205&r=20162012&c=0","4381","Hungaroring",12,"gp2",2016,1,FALSE,FALSE,FALSE,NA
"gp.php?l=0&d=205&r=20162013&c=0","4574","Hockenheim",13,"gp2",2016,1,TRUE,FALSE,FALSE,85.209
"gp.php?l=0&d=205&r=20162014&c=0","4574","Hockenheim",14,"gp2",2016,1,FALSE,FALSE,FALSE,NA
"gp.php?l=0&d=205&r=20162015&c=0","7004","Spa-Francorchamps",15,"gp2",2016,1,TRUE,FALSE,FALSE,120.976
"gp.php?l=0&d=205&r=20162016&c=0","7004","Spa-Francorchamps",16,"gp2",2016,1,FALSE,FALSE,FALSE,NA
"gp.php?l=0&d=205&r=20162017&c=0","5793","Monza",17,"gp2",2016,1,TRUE,FALSE,FALSE,93.98
"gp.php?l=0&d=205&r=20162018&c=0","5793","Monza",18,"gp2",2016,1,FALSE,FALSE,FALSE,NA
"gp.php?l=0&d=205&r=20162019&c=0","5543","Sepang",19,"gp2",2016,1,TRUE,FALSE,FALSE,105.417
"gp.php?l=0&d=205&r=20162020&c=0","5543","Sepang",20,"gp2",2016,1,FALSE,FALSE,FALSE,NA
"gp.php?l=0&d=205&r=20162021&c=0","5554","Yas Marina",21,"gp2",2016,1,TRUE,FALSE,FALSE,111.175
"gp.php?l=0&d=205&r=20162022&c=0","5554","Yas Marina",22,"gp2",2016,1,FALSE,FALSE,FALSE,NA
"gp.php?l=0&d=205&r=20152001&c=0","5412","Bahrain",1,"gp2",2015,1,TRUE,FALSE,FALSE,104.617
"gp.php?l=0&d=205&r=20152002&c=0","5412","Bahrain",2,"gp2",2015,1,FALSE,FALSE,FALSE,NA
"gp.php?l=0&d=205&r=20152003&c=0","4655","Catalunya",3,"gp2",2015,1,TRUE,FALSE,FALSE,94.748
"gp.php?l=0&d=205&r=20152004&c=0","4655","Catalunya",4,"gp2",2015,1,FALSE,FALSE,FALSE,NA
"gp.php?l=0&d=205&r=20152005&c=0","3337","Monte Carlo",5,"gp2",2015,2,TRUE,FALSE,FALSE,82.314
"gp.php?l=0&d=205&r=20152006&c=0","3337","Monte Carlo",6,"gp2",2015,2,FALSE,FALSE,FALSE,NA
"gp.php?l=0&d=205&r=20152007&c=0","4326","Red Bull Ring",7,"gp2",2015,1,TRUE,FALSE,FALSE,75.757
"gp.php?l=0&d=205&r=20152008&c=0","4326","Red Bull Ring",8,"gp2",2015,1,FALSE,FALSE,FALSE,NA
"gp.php?l=0&d=205&r=20152009&c=0","5891","Silverstone",9,"gp2",2015,1,TRUE,FALSE,FALSE,102.734
"gp.php?l=0&d=205&r=20152010&c=0","5891","Silverstone",10,"gp2",2015,1,FALSE,FALSE,FALSE,NA
"gp.php?l=0&d=205&r=20152011&c=0","4381","Hungaroring",11,"gp2",2015,1,TRUE,FALSE,FALSE,92.335
"gp.php?l=0&d=205&r=20152012&c=0","4381","Hungaroring",12,"gp2",2015,1,FALSE,FALSE,FALSE,NA
"gp.php?l=0&d=205&r=20152013&c=0","7004","Spa-Francorchamps",13,"gp2",2015,1,TRUE,FALSE,FALSE,120.177
"gp.php?l=0&d=205&r=20152014&c=0","7004","Spa-Francorchamps",14,"gp2",2015,1,FALSE,FALSE,FALSE,NA
"gp.php?l=0&d=205&r=20152015&c=0","5793","Monza",15,"gp2",2015,1,TRUE,FALSE,FALSE,93.723
"gp.php?l=0&d=205&r=20152016&c=0","5793","Monza",16,"gp2",2015,1,FALSE,FALSE,FALSE,NA
"gp.php?l=0&d=205&r=20152017&c=0","5848","Sochi",17,"gp2",2015,1,TRUE,FALSE,FALSE,107.195
"gp.php?l=0&d=205&r=20152018&c=0","5848","Sochi",18,"gp2",2015,1,FALSE,FALSE,FALSE,NA
"gp.php?l=0&d=205&r=20152019&c=0","5412","Bahrain",19,"gp2",2015,1,TRUE,FALSE,FALSE,103.166
"gp.php?l=0&d=205&r=20152020&c=0","5412","Bahrain",20,"gp2",2015,1,FALSE,FALSE,FALSE,NA
"gp.php?l=0&d=205&r=20152021&c=0","5554","Yas Marina",21,"gp2",2015,1,TRUE,FALSE,FALSE,111.866
"gp.php?l=0&d=205&r=20152022&c=0","5554","Yas Marina",22,"gp2",2015,1,FALSE,FALSE,FALSE,NA
